"","Axis.1","Axis.2"
"FAY_15961",-0.175406154149605,0.0628017643893476
"FAY_15962",-0.347861624167473,0.0692604239380555
"FAY_15963",0.139046699834503,0.013930903298229
"FAY_15964",-0.223171631320917,-0.000902710547955838
"FAY_15966",-0.325728517213992,0.0107836602147638
"FAY_15968",-0.303476300430436,0.00924479316140658
"FAY_15971",-0.167237228887051,-0.0487529013345072
"FAY_15972",-0.197353691818282,0.0322267836480662
"FAY_15974",-0.139249383905513,0.0482081267718962
"FAY_15975",-0.259040877662749,-0.022057033024709
"FAY_15976",-0.0557451813023158,-0.052638440906221
"FAY_15977",-0.0380858757686245,0.0266827023408282
"FAY_15978",-0.237673413857737,0.0641707898327425
"FAY_15979",-0.136141578376275,0.00252200949615145
"FAY_15981",-0.0922434791103847,-0.0191429820583309
"FAY_15982",-0.196547747086751,0.0561408962402696
"FAY_15983",-0.262570786958088,0.0818469558508548
"FAY_15984",-0.0834731081816274,-0.00513006170709292
"FAY_15985",-0.254873395437876,0.028115450111998
"FAY_15986",-0.265646494372638,0.028076289450825
"FAY_15987",-0.330630719277735,0.269944199565838
"FAY_15988",0.0206010917085272,0.0257509315390534
"FAY_15989",-0.2911666642764,0.0428008405565771
"FAY_15990",-0.19619240543321,0.0136651782773507
"FAY_15991",-0.2973500702527,-0.145944041128772
"FAY_15992",-0.194146853158419,-0.00706751271383169
"FAY_15993",-0.179157820760559,0.0423359441674298
"FAY_15994",-0.280703032377743,0.04026597216884
"FAY_15995",-0.249480240940963,-0.0275766629454379
"FAY_15996",-0.261908405236352,-0.0820892117879588
"FAY_15997",-0.33253501444264,0.109053639671509
"FAY_15998",-0.279505151991231,0.155335444643862
"FAY_15999",-0.275875967815612,-0.0757184986140288
"FAY_16000",-0.335242178582845,-0.0538983150444269
"FAY_16006",-0.147940344198065,0.0619499247746152
"FAY_16007",-0.350014208461059,-0.0894309927886881
"FAY_16036",-0.319861223880414,-0.0616097168749713
"FAY_16041",-0.219811698754753,0.145903634251744
"FAY_16045",-0.10341988970334,0.0705312496675624
"FAY_16046",-0.337467442408713,0.185020383151411
"FAY_16048",-0.315926149399868,0.21281952854262
"FAY_16049",-0.350782948186627,-0.249735344871885
"FAY_16050",-0.145439119160902,0.00665573711127298
"FAY_16051",-0.290834092348249,0.30604675661316
"FAY_16052",-0.197399030619325,0.049183977790821
"FAY_16061",-0.199157665627552,0.0508577326926158
"FAY_16063",-0.249099464953512,0.0519521146817736
"FAY_16064",-0.316273940657869,0.101055970461261
"FAY_16065",-0.15837278085905,0.0129825509731173
"FAY_16066",-0.150131468981265,0.124097989953293
"FAY_16067",-0.263454438032546,0.0993094965512976
"FAY_16068",-0.322750223860744,0.105103823173087
"FAY_16069",-0.323561165736232,0.00700108488112805
"FAY_16070",-0.215813629786305,0.0863367411523917
"FAY_16071",-0.255846064808898,0.0172921151733207
"FAY_16072",-0.2585409902496,-0.00475994061611785
"FAY_16074",-0.113851413034384,0.0393715302979784
"FAY_16075",-0.165458619249406,0.0344836680902689
"FAY_16076",-0.247850972846341,0.0525105192410409
"FAY_16077",-0.175657723527253,0.000730392841342207
"FAY_16078",-0.102090760686031,0.0378509496233466
"FAY_16079",-0.0632398850445222,0.0523773387570437
"FAY_16080",-0.162971457624901,-0.0186472731107748
"FAY_16081",-0.0400291218243412,-0.0342067086323599
"FAY_16084",-0.31099851108806,0.190771348017066
"FAY_16085",-0.332292593072081,0.0538898373946517
"FAY_16086",-0.308256476884594,0.123232855992259
"FAY_16087",-0.0406699248458641,0.0624194838770908
"FAY_16088",-0.272826561737905,-0.0117542216421738
"FAY_16089",-0.273151940427432,-0.0310561870326891
"FAY_16090",-0.147650403515708,0.0105610787649781
"FAY_16092",-0.349597034020904,-0.118916741920286
"FAY_16093",-0.367791294732863,-0.167950041201956
"FAY_16095",-0.266061897644359,0.0692927219969644
"FAY_16097",-0.268349844226689,0.0488224008110817
"FAY_16098",-0.258182211066235,0.0123573407223605
"FAY_16099",0.307123422016323,-0.303972876061413
"FAY_16100",-0.198794365436854,0.000842772565287194
"FAY_16159",-0.252218330785835,0.19585742701872
"FAY_16160",-0.26918029370223,0.0708174942093312
"FAY_16168",-0.223972676911963,0.035117794955587
"FAY_16169",-0.214221310152969,0.0674860927179514
"FAY_16175",-0.0309672468129636,0.0660951811196508
"FAY_16176",-0.259192759153327,0.282534526924022
"FAY_16179",-0.299720667523061,-0.12181396116843
"FAY_16183",-0.151843719811645,0.0646958215448233
"FAY_16184",0.0489915848269367,0.058313763200748
"FAY_16193",-0.22530905100587,0.144248941995338
"FAY_16194",-0.240749326174963,0.0229708538894689
"FAY_16195",-0.160524297577669,0.042819553516546
"FAY_16196",-0.229077494004731,0.0141760918953434
"FAY_16197",-0.28353139185448,0.0778826532059745
"FAY_16200",-0.175225922510177,0.0464398987903965
"FAY_15960",-0.281007455926938,0.00113254122793154
"FAY_15969",-0.181803686961154,0.0237606695931771
"FAY_16001",-0.334662803513377,-0.16461916247079
"FAY_16002",-0.246853751001568,0.101293283547586
"FAY_16004",-0.30855405413452,0.203934207469433
"FAY_16008",-0.0267823985867742,-0.0422471779114456
"FAY_16010",-0.335669290428068,-0.0196188559010378
"FAY_16011",-0.296686988481571,-0.0703891778911121
"FAY_16012",-0.143277836142357,0.0372112798714161
"FAY_16013",-0.140761608895692,0.0270500245788023
"FAY_16014",-0.315618351693477,0.0279199963441031
"FAY_16015",-0.263898485168983,0.0313893776054592
"FAY_16016",-0.270241330606654,0.0871775375887242
"FAY_16017",-0.0908547966040632,0.00923320441103405
"FAY_16018",-0.271252506807881,0.0368452722019155
"FAY_16019",-0.265908835153125,0.0500242507864539
"FAY_16021",-0.211612668365179,0.0608157173482266
"FAY_16022",0.00803652656618866,-0.0343766740814387
"FAY_16023",-0.163747875029136,0.00991470502104266
"FAY_16024",-0.0468808141258713,0.0409546973196449
"FAY_16026",-0.241249212147975,0.0471234358313785
"FAY_16027",-0.220930020565204,0.0580162174817132
"FAY_16028",-0.29209116409465,-0.130351871902474
"FAY_16029",-0.314379935707383,0.284507799034743
"FAY_16030",-0.140633206774368,0.026786301400076
"FAY_16031",-0.0731526724784016,-0.0472950385956377
"FAY_16032",-0.316143208308413,0.00248462668319968
"FAY_16033",-0.253962969673039,0.0178796502011823
"FAY_16034",-0.318706443691015,-0.136644931052567
"FAY_16035",-0.286947313012588,0.0438281857818315
"FAY_16037",-0.284640951558651,-0.0639998870027873
"FAY_16038",-0.325361226041235,0.101806484443467
"FAY_16039",-0.296168308142211,0.0386626614867782
"FAY_16040",0.0505795991506338,0.106393685284074
"FAY_16043",-0.326197538039343,-0.0112410379055616
"FAY_16044",-0.23203240075744,0.0475487279333818
"FAY_16047",-0.266054274841076,0.0369398767861235
"FAY_16053",-0.289348113568048,0.0541553870724958
"FAY_16054",-0.251026179029441,0.0215448315758604
"FAY_16055",-0.31256406455022,-0.0343614585963899
"FAY_16056",-0.317663993079365,0.204669179096215
"FAY_16058",-0.296519944386866,0.0743485754936991
"FAY_16059",-0.355767317402393,-0.0143941278391917
"FAY_16062",-0.243036508480557,0.029114662163031
"FAY_16073",-0.278527487193131,0.0854616005583458
"FAY_16094",-0.283667891169448,0.213640076069685
"FAY_16096",-0.283907294565255,0.0952544189689966
"FAY_16101",-0.152098882888235,0.052991579561379
"FAY_16102",-0.341730564707433,-0.16995844783246
"FAY_16103",-0.264986614276515,0.0568644142339097
"FAY_16104",-0.266852864927766,0.0761818604115033
"FAY_16105",-0.230052199581047,0.0511976649087484
"FAY_16106",-0.285991805607139,0.110149656870572
"FAY_16108",-0.294147067912263,0.150743043422443
"FAY_16110",-0.168976406637261,0.0480408463831754
"FAY_16111",-0.224267813008074,0.0128334160127949
"FAY_16112",-0.289502942165128,0.0334706044785834
"FAY_16113",-0.277096391208212,0.154373814510885
"FAY_16116",-0.234692069408431,0.244791198746123
"FAY_16117",-0.184243591161749,0.0345319405793145
"FAY_16118",-0.266303505229351,0.0444661673605918
"FAY_16119",-0.310735298160011,0.211802564688144
"FAY_16120",-0.326570591520299,-0.033468368622742
"FAY_16121",-0.26191527103054,-0.00406628614081144
"FAY_16122",-0.258489366334796,0.0300700997223851
"FAY_16124",-0.285679108663382,0.044798854661804
"FAY_16125",-0.263461916378264,0.175754780489799
"FAY_16126",-0.265978496846394,-0.139228176946895
"FAY_16127",-0.1903031524873,0.0591440194239019
"FAY_16128",-0.301632363649137,-0.0190523227475323
"FAY_16129",-0.146600937551645,0.0635783967791943
"FAY_16130",-0.262270562803963,0.0502169899601204
"FAY_16132",-0.287606774866383,0.0586101597251614
"FAY_16133",-0.24828095887175,0.00515273089044623
"FAY_16134",-0.190831643798867,-0.00919570441138282
"FAY_16135",-0.107372635340821,-0.106799035200954
"FAY_16136",-0.199267496105052,-0.0653607074363265
"FAY_16137",-0.332667543049778,-0.0690774151015875
"FAY_16138",-0.16731102237949,0.0283409931185183
"FAY_16139",-0.291668319750695,0.0649574753069518
"FAY_16140",-0.222349575414957,0.0645008249973668
"FAY_16141",-0.255625236092472,0.0093778742971982
"FAY_16142",-0.31391624184351,-0.0536794115339661
"FAY_16143",-0.279147813399383,0.0166285875737011
"FAY_16144",-0.18744117225771,0.0741948540790248
"FAY_16145",-0.305564104600562,-0.0147812681654062
"FAY_16146",-0.347536929653559,0.191593837684395
"FAY_16147",-0.30322223533422,0.234600150213255
"FAY_16148",-0.132863085453918,0.0952596648862586
"FAY_16149",-0.0695165142216081,0.0492405092206314
"FAY_16150",-0.279386281214204,0.134816372529627
"FAY_16151",-0.229055744813807,0.0442084525820314
"FAY_16152",-0.28694148303462,0.0627839527047394
"FAY_16153",-0.299483279601874,0.0499760510781472
"FAY_16154",-0.264759825951057,0.0360468993320843
"FAY_16155",-0.289232069161752,-0.0165126879573163
"FAY_16156",-0.218020435612081,0.0410385177592179
"FAY_16157",-0.265938724341358,0.0267764918427223
"FAY_16158",-0.158565391469897,0.0410182136040241
"FAY_16161",-0.317268111457583,0.0890669295326121
"FAY_16162",-0.20309072588134,0.0293276735059441
"FAY_16163",-0.265070142044888,0.0434947685959368
"FAY_16164",-0.232452909369122,0.0413842529765218
"FAY_16165",-0.313937461561154,-0.00357912679643667
"FAY_16166",-0.297749822895556,0.188889047343673
"FAY_16167",-0.218657545365046,0.0192655141692457
"FAY_16170",-0.310564674815582,0.0593392180353318
"FAY_16171",-0.220502977467481,0.0804144579968029
"FAY_16172",-0.281946325126084,0.187150757295928
"FAY_16173",-0.25992175224335,0.0474723911914665
"FAY_16177",-0.219903777482995,0.0501805423007793
"FAY_16178",-0.288055883859693,-0.0460605034581796
"FAY_16180",-0.245275638341542,-0.0262856057230247
"FAY_16185",-0.212103180397394,0.089206595268861
"FAY_16187",-0.296022516921985,-0.0463462091171925
"FAY_16188",-0.238801713620023,-0.000336938949634778
"FAY_16189",-0.194606590512283,0.0624426680460496
"FAY_16190",-0.182440734322358,-0.0104987324624691
"FAY_16191",-0.0978818859964663,-0.169853766252858
"FAY_16192",-0.24493119874125,0.0556325266197328
"FAY_30379",-0.288499437226701,-0.016075305112709
"FAY_30380",-0.268562686931806,-0.0421606595526516
"FAY_30381",-0.275810458289233,-0.137211820118252
"FAY_30383",-0.269530638703274,0.147161447458924
"FAY_30385",-0.21925924072666,0.0365875843212531
"FAY_30387",-0.218564955929603,0.176714886598345
"FAY_30390",-0.310000629536672,0.252238605825788
"FAY_30391",-0.287233771859681,0.0940730159582515
"FAY_30393",-0.280231755407645,0.125281560880363
"FAY_30395",-0.290874011833909,-0.0332543842487722
"FAY_30396",-0.273567627817922,0.0201634009200655
"FAY_30397",-0.208052999173628,-0.0328660295984751
"FAY_30398",-0.222287069221081,-0.0875063581612937
"FAY_30400",-0.33174066657252,0.18485563731589
"FAY_30402",-0.219924869514696,0.0220477826656134
"FAY_30403",-0.206956833300162,0.0420331416239164
"FAY_30404",-0.125721007721828,0.0274061458358715
"FAY_30405",-0.292967088624805,0.0628451800208975
"FAY_30406",-0.259415771860117,0.0387867285333783
"FAY_30407",-0.160702583159452,-0.148612390434231
"FAY_30408",-0.272143282860339,0.0528810054674535
"FAY_30409",-0.317868252289468,-0.00411070228863016
"FAY_30410",-0.328396475038401,-0.0304853310802535
"FAY_30412",-0.263945027063497,0.0299076575330826
"FAY_30414",-0.307723094398121,0.213733170476526
"FAY_30415",-0.292872461762771,0.185357853849143
"FAY_30416",-0.26130635708601,-0.0891593982614576
"FAY_30417",-0.190652273866464,0.029994957073983
"FAY_30418",-0.332297495888437,0.0806440558171769
"FAY_30421",-0.289276418728153,0.0170958580814259
"FAY_30423",-0.0885139252086645,0.0617133317692483
"FAY_30424",-0.219574519346497,0.0258480560933782
"FAY_30425",-0.303397564949916,0.0220941598519836
